id,manifest,num
4773131,https://www.digital.archives.go.jp/api/iiif/4773131/manifest.json,307-0247
4773132,https://www.digital.archives.go.jp/api/iiif/4773132/manifest.json,307-0247
4773133,https://www.digital.archives.go.jp/api/iiif/4773133/manifest.json,307-0247
4773134,https://www.digital.archives.go.jp/api/iiif/4773134/manifest.json,307-0247
4773137,https://www.digital.archives.go.jp/api/iiif/4773137/manifest.json,307-0247
4773138,https://www.digital.archives.go.jp/api/iiif/4773138/manifest.json,307-0247
4773141,https://www.digital.archives.go.jp/api/iiif/4773141/manifest.json,307-0247
4773142,https://www.digital.archives.go.jp/api/iiif/4773142/manifest.json,307-0247
4773144,https://www.digital.archives.go.jp/api/iiif/4773144/manifest.json,307-0247
4773145,https://www.digital.archives.go.jp/api/iiif/4773145/manifest.json,307-0247
4773146,https://www.digital.archives.go.jp/api/iiif/4773146/manifest.json,307-0247
4773147,https://www.digital.archives.go.jp/api/iiif/4773147/manifest.json,307-0247
4773148,https://www.digital.archives.go.jp/api/iiif/4773148/manifest.json,307-0248
4773149,https://www.digital.archives.go.jp/api/iiif/4773149/manifest.json,307-0248
4773150,https://www.digital.archives.go.jp/api/iiif/4773150/manifest.json,307-0248
4773153,https://www.digital.archives.go.jp/api/iiif/4773153/manifest.json,307-0248
4773154,https://www.digital.archives.go.jp/api/iiif/4773154/manifest.json,307-0248
4773155,https://www.digital.archives.go.jp/api/iiif/4773155/manifest.json,307-0248
4773156,https://www.digital.archives.go.jp/api/iiif/4773156/manifest.json,307-0248
